episode,episode_return,total_steps,nodes_completed,nodes_skipped,workflow_size,workflow_complete,completion_rate,premature_executions,correct_executions,ctrl_loss,meta_loss
361,63.4500,35,5,0,5,1,1.0000,6,2,7.418185,71.698529
362,69.0800,24,5,0,5,1,1.0000,5,2,8.847065,90.776677
363,78.8500,15,5,0,5,1,1.0000,3,2,6.512948,115.450466
364,79.2600,18,5,0,5,1,1.0000,4,1,8.284796,148.725604
365,79.5100,13,5,0,5,1,1.0000,3,2,7.927647,95.300082
366,68.8700,21,5,0,5,1,1.0000,5,2,7.884253,54.895401
367,74.0800,24,5,0,5,1,1.0000,5,1,6.867019,115.690445
368,79.5100,13,5,0,5,1,1.0000,3,2,8.614074,129.561395
369,74.4600,18,5,0,5,1,1.0000,3,3,7.500964,90.795982
370,79.5700,11,5,0,5,1,1.0000,3,2,8.512893,59.244063
371,79.4600,18,5,0,5,1,1.0000,3,2,8.709254,101.140585
372,79.2000,20,5,0,5,1,1.0000,3,2,7.589507,84.341113
373,79.5300,9,5,0,5,1,1.0000,3,2,10.836817,64.188317
374,73.5600,38,5,0,5,1,1.0000,4,2,7.573797,61.423462
375,73.7800,34,5,0,5,1,1.0000,5,1,8.141553,75.246600
376,74.7300,9,5,0,5,1,1.0000,4,2,6.216544,80.801619
377,74.1900,17,5,0,5,1,1.0000,4,2,7.067246,87.629121
